id,age,gender,location
265423,1980-1989,m,华东
232479,1990+,m,华中
259928,1980-1989,f,华东
265424,1990+,m,华东
265425,1980-1989,m,华北
225138,1980-1989,m,华东
265426,1980-1989,m,华南
256508,1980-1989,f,华北
238718,1980-1989,m,华东
227018,1980-1989,m,华北
265427,1980-1989,f,华东
262492,1980-1989,m,华北
265428,1990+,m,华东
256037,1980-1989,m,华东
265429,1980-1989,m,华北
265430,1980-1989,m,华东
265431,1980-1989,m,华东
248360,1979-,m,华东
265432,1990+,f,华东
265433,1980-1989,m,华北
238672,1980-1989,m,华南
265434,1980-1989,f,华南
217532,1990+,m,华东
234979,1980-1989,m,华东
265435,1990+,m,华东
265436,1980-1989,m,华东
263519,1990+,f,华北
234871,1980-1989,m,华东
259689,1980-1989,f,华东
248811,1980-1989,m,华北
265437,1980-1989,m,华东
265438,1980-1989,m,华东
242162,1990+,m,华北
229501,1980-1989,m,华北
220599,1980-1989,m,华北
265296,1980-1989,m,华北
258716,1980-1989,m,华南
265439,1980-1989,m,华中
241496,1980-1989,m,华东
265440,1980-1989,m,华北
258316,1980-1989,m,华东
228232,1980-1989,m,华东
265347,1980-1989,m,华南
265292,1980-1989,m,华北
236788,1980-1989,m,华北
265441,1980-1989,m,华东
245111,1980-1989,m,华北
265442,1980-1989,m,华南
244357,1980-1989,m,华东
216084,1979-,f,华东
265443,1980-1989,m,华东
262534,1980-1989,m,华南
204980,1980-1989,m,华东
265444,1980-1989,m,西南
235865,1980-1989,m,西南
265445,1980-1989,m,华北
235676,1980-1989,f,华北
245718,1980-1989,m,华北
265446,1980-1989,m,华南
226352,1980-1989,m,华北
248614,1980-1989,m,华东
233419,1980-1989,m,华东
265447,1990+,m,华北
265448,1980-1989,m,华东
265449,1980-1989,m,华东
238682,1980-1989,m,华北
235493,1980-1989,m,华东
265450,1980-1989,m,华南
232433,1980-1989,m,华东
259198,1980-1989,m,华南
246927,1990+,f,华北
259425,1990+,m,华东
238814,1990+,f,华北
261855,1980-1989,m,华北
244343,1980-1989,m,华北
258576,1980-1989,m,华东
264415,1980-1989,f,华北
258876,1980-1989,m,华东
265451,1980-1989,m,华北
213664,1980-1989,m,华北
237794,1990+,m,华北
244796,1990+,m,华东
253601,1980-1989,m,华东
260294,1990+,f,华南
265452,1990+,m,华东
265453,1980-1989,m,华北
231967,1980-1989,m,华东
265454,1980-1989,m,华南
265455,1980-1989,m,华东
247449,1980-1989,m,华北
247179,1980-1989,m,华东
221486,1980-1989,m,华北
241366,1990+,f,华东
238776,1980-1989,m,华北
263641,1980-1989,f,华南
265456,1980-1989,m,华南
195673,1980-1989,m,华北
265457,1980-1989,m,华东
26233,1980-1989,m,华北
265458,1980-1989,m,华南
265459,1980-1989,m,华北
254628,1980-1989,m,华北
235220,1990+,m,西南
265460,1980-1989,m,华北
261796,1990+,m,华东
265461,1980-1989,m,华中
254789,1980-1989,m,华北
224527,1980-1989,m,华南
265462,1980-1989,m,华东
236713,1980-1989,m,华东
265463,1980-1989,m,华东
195048,1980-1989,m,华东
263305,1980-1989,m,华南
265464,1980-1989,m,华南
235663,1979-,m,华东
249986,1980-1989,m,华东
265466,1990+,f,华北
265467,1980-1989,m,华东
260052,1980-1989,m,西南
265468,1990+,m,华东
265469,1980-1989,m,华东
265470,1980-1989,m,华北
235151,1980-1989,m,华中
214013,1980-1989,m,华东
265471,1980-1989,m,华南
265472,1980-1989,m,华中
265473,1980-1989,m,东北
265474,1980-1989,m,华北
265475,1980-1989,m,华北
265476,1980-1989,m,华南
216472,1980-1989,m,华东
265477,1980-1989,f,西南
213900,1979-,m,东北
232070,1980-1989,m,华北
265478,1980-1989,m,华北
234044,1980-1989,m,华东
265479,1980-1989,m,华东
256407,1980-1989,m,华北
258170,1980-1989,m,华东
262952,1980-1989,m,华东
249294,1980-1989,m,华北
9534,1980-1989,m,华东
248813,1990+,m,华北
260775,1980-1989,m,西南
261400,1980-1989,m,华东
249330,1980-1989,f,华东
242283,1980-1989,m,华北
237348,1980-1989,m,华北
235938,1980-1989,m,华东
265481,1980-1989,m,华东
237849,1980-1989,m,华北
259391,1980-1989,f,华中
224673,1980-1989,m,华东
265482,1980-1989,m,华东
246046,1990+,f,华北
243519,1980-1989,m,华南
265483,1980-1989,m,华东
265484,1980-1989,m,华东
265485,1980-1989,m,华东
265486,1990+,m,华东
239585,1980-1989,m,西南
233404,1980-1989,m,华东
265487,1980-1989,m,华北
235625,1980-1989,m,华东
256217,1980-1989,f,华东
246041,1990+,m,华北
254167,1980-1989,m,华东
238281,1980-1989,f,华东
252486,1980-1989,m,华东
262536,1980-1989,f,华北
248608,1980-1989,f,华北
226248,1980-1989,m,华北
231081,1980-1989,f,东北
262482,1980-1989,m,华东
265488,1980-1989,m,华北
258793,1980-1989,m,东北
242129,1990+,m,华北
216482,1980-1989,m,华东
265489,1980-1989,f,华东
261857,1990+,m,华北
259256,1980-1989,m,华东
265490,1980-1989,m,华东
248903,1980-1989,m,华北
231196,1980-1989,m,华北
253897,1979-,m,华东
219169,1980-1989,m,华东
265491,1980-1989,m,华北
248172,1980-1989,m,华北
262973,1990+,f,华北
265492,1980-1989,m,华东
255573,1980-1989,f,华北
265493,1980-1989,f,华南
241962,1980-1989,m,华北
258042,1990+,f,华东
234780,1990+,f,华南
265494,1980-1989,m,华北
265495,1990+,m,华南
265496,1980-1989,m,华北
222509,1980-1989,m,华南
265497,1980-1989,m,华东
226463,1980-1989,m,华东
265498,1990+,m,华东
254346,1980-1989,m,华北
252087,1980-1989,m,华东
265500,1980-1989,m,西南
260488,1980-1989,m,华东
265501,1980-1989,m,华南
235912,1980-1989,m,华东
265267,1980-1989,m,华北
265502,1980-1989,m,华东
247460,1990+,f,华北
265503,1990+,m,西南
254679,1980-1989,f,华中
265505,1990+,m,华东
240590,1990+,m,华东
227507,1990+,m,华北
242554,1980-1989,m,华东
265506,1980-1989,m,华北
265507,1990+,m,华东
265508,1990+,f,华北
248357,1979-,f,东北
207983,1990+,m,华北
238128,1980-1989,m,华北
208017,1979-,m,华东
265509,1990+,m,华东
265510,1980-1989,m,华东
213168,1980-1989,m,华东
265511,1980-1989,m,华东
265512,1980-1989,f,华北
195747,1980-1989,m,华东
243838,1980-1989,f,华东
224565,1980-1989,m,华东
265513,1980-1989,m,华北
265514,1980-1989,m,华中
265515,1980-1989,m,华东
265516,1980-1989,m,华东
265517,1990+,f,华北
265518,1980-1989,m,华北
263616,1980-1989,m,华东
255637,1980-1989,m,华北
265519,1980-1989,m,华东
265520,1980-1989,m,华南
265521,1980-1989,m,华南
265522,1990+,m,华东
259491,1980-1989,m,华北
265523,1980-1989,m,华东
265524,1990+,m,华北
232078,1980-1989,m,华东
265525,1980-1989,m,华北
227317,1980-1989,m,华东
265526,1990+,m,华北
223328,1980-1989,m,华东
199410,1980-1989,m,华北
255610,1990+,m,华东
263469,1980-1989,m,华北
258701,1980-1989,m,华东
263310,1980-1989,m,华北
263260,1990+,m,华东
231076,1990+,m,华东
226893,1980-1989,m,华东
265527,1980-1989,m,华北
265528,1980-1989,m,华北
265529,1980-1989,m,华北
248869,1980-1989,m,华东
263194,1980-1989,f,华东
265530,1980-1989,m,东北
265531,1980-1989,m,华南
265532,1980-1989,m,华东
247087,1980-1989,m,华北
265533,1980-1989,m,华北
234049,1979-,m,华东
245556,1980-1989,m,华东
10518,1980-1989,m,华北
240940,1980-1989,m,华东
245559,1980-1989,m,华北
265534,1980-1989,m,华东
265535,1980-1989,f,华北
265536,1990+,f,华东
265537,1980-1989,m,华北
265538,1990+,m,西南
230968,1980-1989,m,华北
223615,1990+,m,华北
265539,1980-1989,m,华中
265540,1980-1989,m,东北
244670,1990+,m,华东
265541,1980-1989,f,东北
265542,1979-,m,华北
234774,1980-1989,f,华北
265543,1980-1989,m,华北
265544,1980-1989,m,华北
265545,1980-1989,f,华东
265546,1990+,f,华北
246706,1980-1989,m,华北
262353,1990+,m,华北
235965,1980-1989,m,华东
265547,1980-1989,m,华北
260786,1990+,f,华北
265548,1980-1989,m,华东
259409,1990+,f,华东
265549,1980-1989,m,华北
265550,1980-1989,m,华东
230119,1980-1989,m,华北
264169,1980-1989,m,华东
227014,1980-1989,f,华北
265551,1980-1989,m,华南
233815,1980-1989,f,华东
265552,1980-1989,m,华东
230324,1980-1989,m,华东
259904,1980-1989,m,华北
247335,1980-1989,m,华北
265553,1980-1989,f,华东
265554,1980-1989,m,华北
213238,1980-1989,m,华东
265555,1990+,m,华东
250096,1980-1989,m,华北
223412,1980-1989,m,华中
262520,1980-1989,m,华南
258872,1980-1989,m,华北
247986,1980-1989,m,华北
230385,1980-1989,m,华东
259424,1980-1989,m,华南
242445,1990+,m,华北
265556,1980-1989,m,华北
265557,1980-1989,f,华北
232972,1980-1989,m,华北
221249,1990+,f,华东
265558,1980-1989,f,华东
241338,1980-1989,m,华东
265559,1980-1989,m,华北
265560,1980-1989,m,华中
265561,1980-1989,m,华北
247472,1980-1989,m,华东
265562,1990+,m,华南
230353,1980-1989,m,华北
265563,1990+,f,华东
263603,1980-1989,m,华南
254812,1980-1989,m,华东
249942,1980-1989,m,华南
230337,1980-1989,m,华南
265564,1980-1989,m,华南
265565,1980-1989,f,华北
241994,1980-1989,m,华南
199763,1980-1989,m,华东
265566,1980-1989,m,华北
222479,1980-1989,m,华东
265567,1980-1989,m,华南
249761,1980-1989,m,华东
251798,1980-1989,m,华北
248054,1980-1989,m,华东
265568,1980-1989,m,华东
235623,1980-1989,m,华东
236879,1990+,m,华东
254877,1980-1989,m,华东
265569,1990+,f,华北
265570,1980-1989,m,华北
265571,1980-1989,f,华东
265572,1980-1989,m,华南
265573,1980-1989,m,华北
243317,1980-1989,m,华东
260147,1980-1989,m,华北
265574,1980-1989,m,华东
265575,1980-1989,f,华北
226170,1990+,m,华东
253725,1980-1989,m,华东
265576,1980-1989,f,华北
258583,1980-1989,m,华北
242431,1980-1989,m,华东
265577,1990+,f,华东
249943,1990+,m,华东
259760,1990+,f,华东
199123,1980-1989,f,华北
265578,1980-1989,m,华北
265579,1980-1989,m,华东
265580,1980-1989,m,华东
265581,1980-1989,m,华南
258200,1980-1989,m,华南
235894,1980-1989,m,华南
265582,1990+,m,华东
264854,1980-1989,m,华北
265583,1980-1989,m,华东
265584,1980-1989,m,华东
265585,1980-1989,m,华东
255043,1980-1989,m,华北
235421,1980-1989,m,华北
226733,1980-1989,m,华东
259748,1980-1989,m,华南
265586,1990+,f,华北
223317,1980-1989,m,华北
224941,1980-1989,m,华北
265587,1980-1989,m,华东
265588,1979-,m,华东
248044,1980-1989,m,华东
263307,1980-1989,f,华东
258905,1990+,f,华东
199363,1980-1989,m,华北
235213,1980-1989,f,华北
265589,1980-1989,f,华东
265590,1980-1989,m,华北
238699,1980-1989,m,华北
265591,1980-1989,m,华北
254112,1980-1989,m,华中
265592,1979-,m,西南
245161,1980-1989,m,华北
230118,1980-1989,m,华北
265593,1980-1989,m,华北
260981,1990+,m,华东
265594,1980-1989,m,华东
265595,1980-1989,m,华东
197577,1980-1989,m,西南
248188,1980-1989,m,华南
244341,1980-1989,m,华东
249947,1980-1989,m,华东
240007,1980-1989,m,华北
265596,1980-1989,m,华南
265597,1980-1989,f,华北
242077,1980-1989,m,华东
265598,1980-1989,m,华东
265599,1980-1989,m,华北
265600,1990+,m,华东
247677,1980-1989,m,华北
265601,1980-1989,m,华东
237734,1980-1989,m,华东
265602,1980-1989,m,华北
265603,1980-1989,m,华东
257315,1990+,f,华东
265604,1980-1989,f,华东
264920,1980-1989,m,华北
200154,1990+,m,华北
230354,1980-1989,m,华东
260658,1980-1989,m,华东
265605,1980-1989,m,华北
264261,1980-1989,m,华北
265606,1990+,f,华东
254125,1980-1989,f,华北
265607,1980-1989,f,华南
256496,1980-1989,m,华东
247452,1980-1989,m,华南
265608,1980-1989,m,华南
230269,1990+,m,华北
265609,1990+,m,华东
264378,1980-1989,m,华东
231077,1980-1989,f,华东
265610,1980-1989,m,华东
253739,1990+,m,华东
259858,1980-1989,m,华北
265611,1990+,m,华南
241350,1980-1989,m,华东
265612,1980-1989,m,华东
265613,1980-1989,m,华北
249688,1980-1989,m,华北
265283,1980-1989,m,华东
256359,1980-1989,m,西南
67274,1980-1989,f,华北
214689,1980-1989,m,华东
265614,1980-1989,f,华北
265615,1990+,f,华东
258197,1980-1989,m,华南
259058,1979-,m,华东
262711,1980-1989,m,华东
265616,1980-1989,m,华东
258019,1980-1989,m,华东
265617,1980-1989,m,华东
265618,1980-1989,m,华东
246044,1980-1989,m,华东
265619,1990+,m,华东
259556,1990+,m,华南
265620,1980-1989,m,华北
225136,1980-1989,m,华东
265621,1990+,m,华东
211615,1980-1989,m,华北
209168,1980-1989,m,华北
232438,1980-1989,m,华东
244381,1990+,f,华东
263213,1980-1989,m,华东
265623,1990+,m,华东
265624,1980-1989,m,华东
210486,1980-1989,m,华北
265625,1980-1989,m,华北
261378,1980-1989,m,华东
265626,1980-1989,m,华东
253963,1980-1989,m,华东
248585,1979-,f,华北
199879,1980-1989,m,华东
251422,1980-1989,m,华中
265628,1980-1989,m,华北
265629,1990+,m,华北
263648,1980-1989,m,华东
265630,1980-1989,m,华北
265631,1990+,m,华南
265632,1980-1989,m,华东
211044,1980-1989,m,华东
235429,1979-,m,华南
236693,1980-1989,m,华东
265633,1980-1989,m,西南
259701,1980-1989,f,华东
265634,1980-1989,m,华北
262021,1990+,m,华北
240018,1980-1989,m,华北
240595,1980-1989,m,华南
265635,1980-1989,m,华北
265636,1980-1989,m,华北
230036,1980-1989,m,华北
258485,1980-1989,m,华北
232424,1979-,m,华东
258958,1979-,m,华北
265637,1980-1989,m,华北
265638,1990+,m,华北
265639,1990+,m,华北
233364,1980-1989,m,华北
217538,1980-1989,m,华北
265640,1980-1989,m,华东
265641,1980-1989,m,华东
256336,1980-1989,m,华东
224374,1980-1989,f,华东
256158,1980-1989,m,华东
253894,1980-1989,m,华东
246613,1980-1989,m,华东
265642,1990+,m,华东
265643,1990+,f,西南
265644,1980-1989,m,华东
236069,1980-1989,m,华北
265645,1980-1989,m,华东
235635,1980-1989,m,华北
243152,1980-1989,m,华东
239702,1980-1989,f,华东
230336,1980-1989,m,华东
234931,1980-1989,m,东北
265646,1980-1989,m,华东
265647,1980-1989,m,华东
265648,1980-1989,m,华北
242544,1980-1989,f,华中
265649,1990+,f,华东
265650,1980-1989,m,华北
265651,1980-1989,m,华北
254329,1980-1989,m,华南
265652,1990+,m,华北
223422,1980-1989,m,华东
235523,1980-1989,m,华东
265653,1980-1989,f,华北
246573,1980-1989,m,华北
265654,1980-1989,m,华东
242428,1980-1989,m,华南
262444,1980-1989,m,华东
265655,1980-1989,m,东北
253945,1980-1989,m,华北
243060,1980-1989,m,华北
246980,1980-1989,m,华北
254354,1980-1989,f,华东
221982,1980-1989,m,华北
231174,1980-1989,m,华东
236722,1980-1989,f,华东
238686,1980-1989,f,华中
242821,1990+,f,华东
265656,1980-1989,m,华东
220572,1980-1989,f,华东
235184,1980-1989,m,华东
252384,1980-1989,m,华东
241492,1980-1989,m,华东
260030,1990+,f,华东
265657,1980-1989,m,华北
265658,1990+,m,华东
259135,1980-1989,m,华南
265659,1980-1989,m,华南
265660,1980-1989,m,华东
260198,1990+,m,华北
248355,1980-1989,m,华南
265661,1980-1989,m,华东
265662,1980-1989,m,东北
265663,1980-1989,m,华东
226105,1980-1989,m,华东
265664,1980-1989,m,西南
232422,1990+,m,华东
258676,1980-1989,m,东北
237294,1980-1989,m,华南
254084,1990+,m,华北
265665,1990+,m,华东
265666,1980-1989,m,华南
254340,1980-1989,f,华东
265667,1980-1989,m,华北
246319,1980-1989,f,华北
247014,1980-1989,m,华北
195180,1980-1989,m,华北
265668,1980-1989,f,华北
240459,1980-1989,m,华东
236731,1980-1989,m,华东
262963,1980-1989,m,华北
258328,1990+,m,华北
265669,1990+,f,西南
265670,1980-1989,f,华北
265671,1990+,m,华东
265672,1980-1989,m,华北
218262,1980-1989,m,华东
265673,1980-1989,m,华东
235326,1980-1989,m,华东
241547,1980-1989,m,华东
249214,1980-1989,m,华东
230952,1980-1989,m,华北
265674,1990+,f,华北
265675,1980-1989,m,华中
265677,1980-1989,m,华东
265678,1980-1989,m,华北
247159,1990+,m,西南
265310,1980-1989,m,华北
265679,1980-1989,m,华南
208959,1980-1989,m,华东
259899,1980-1989,m,华南
246587,1980-1989,m,华东
248850,1990+,m,华北
265680,1980-1989,m,华东
265681,1980-1989,f,华东
247271,1980-1989,m,华东
258862,1980-1989,m,华东
265682,1980-1989,m,西南
265683,1980-1989,m,华北
244715,1980-1989,m,华北
232540,1980-1989,m,西南
265684,1980-1989,m,华东
195619,1980-1989,f,华东
260964,1980-1989,f,华东
265685,1980-1989,m,华南
265686,1980-1989,m,华东
245772,1980-1989,m,华北
265687,1980-1989,m,华北
265688,1990+,m,华北
232539,1979-,m,华南
265689,1979-,m,华北
265690,1980-1989,m,华东
265691,1980-1989,m,华东
247085,1980-1989,m,华东
223757,1980-1989,m,华东
265692,1980-1989,f,华东
265693,1980-1989,m,华东
265694,1980-1989,f,华北
265695,1980-1989,m,华东
234956,1980-1989,m,华中
265696,1990+,f,华东
227112,1980-1989,m,华东
258333,1980-1989,m,华东
235035,1980-1989,f,华北
260532,1980-1989,m,华东
214055,1980-1989,m,华北
265268,1990+,m,华东
237791,1980-1989,m,华北
240583,1980-1989,m,华北
265697,1980-1989,m,华北
265351,1980-1989,f,华北
265698,1980-1989,m,华北
242164,1990+,f,华南
265699,1980-1989,m,华东
259881,1980-1989,m,华北
248980,1980-1989,m,华东
265700,1980-1989,m,华南
226876,1980-1989,f,华东
239587,1990+,m,华东
265701,1979-,m,华东
254987,1980-1989,m,华南
265702,1980-1989,m,华中
265703,1990+,m,华北
265704,1980-1989,m,华北
265705,1980-1989,m,华东
256262,1980-1989,m,华东
235681,1980-1989,m,华东
265706,1980-1989,m,华北
265707,1990+,m,华东
265708,1980-1989,m,华东
232502,1990+,m,华东
248566,1980-1989,m,华东
216063,1980-1989,m,华东
263566,1980-1989,f,华东
248546,1980-1989,m,华东
258041,1980-1989,m,华东
265709,1980-1989,m,华北
265710,1980-1989,m,华北
265711,1980-1989,f,华东
265713,1980-1989,m,华南
265714,1980-1989,m,华东
265715,1980-1989,m,华北
247193,1980-1989,m,华东
225145,1980-1989,m,华北
205236,1990+,f,华东
265716,1980-1989,f,华北
235492,1980-1989,m,华北
258488,1979-,m,华南
237412,1990+,m,华南
265717,1980-1989,m,华北
265718,1990+,m,华南
233729,1980-1989,m,华东
265719,1980-1989,m,华南
213144,1980-1989,m,华北
265720,1980-1989,m,华东
265721,1980-1989,m,华北
254596,1980-1989,f,华东
230286,1980-1989,m,华东
265722,1980-1989,m,华北
265723,1980-1989,m,华北
265724,1980-1989,m,华北
264395,1980-1989,m,华南
245620,1980-1989,f,西南
233822,1980-1989,f,华中
220004,1979-,m,华北
265725,1980-1989,m,华东
224687,1980-1989,m,华北
265726,1980-1989,m,华北
265727,1980-1989,m,华北
230011,1980-1989,m,华东
265728,1980-1989,f,华东
257803,1980-1989,m,华东
247397,1980-1989,m,华北
265729,1980-1989,m,华北
233489,1980-1989,m,华北
265730,1980-1989,m,华北
221520,1980-1989,m,华东
265731,1980-1989,f,华北
258894,1980-1989,m,华北
232454,1980-1989,m,西南
253652,1980-1989,m,华东
235648,1980-1989,m,华东
265732,1980-1989,m,华东
265733,1980-1989,m,华南
265734,1980-1989,m,华东
243512,1980-1989,m,华北
247326,1980-1989,m,华北
228301,1980-1989,m,华北
265735,1980-1989,m,华东
265736,1980-1989,m,华东
242832,1980-1989,m,华南
265737,1980-1989,m,华北
265738,1990+,m,华北
265739,1980-1989,m,华东
265740,1980-1989,m,华北
265741,1980-1989,m,华东
265742,1980-1989,m,华北
248283,1980-1989,m,华东
265743,1980-1989,m,华东
265744,1990+,m,华北
263704,1980-1989,m,华东
232847,1980-1989,m,华北
255495,1980-1989,m,华南
265745,1980-1989,m,华东
265746,1980-1989,f,华东
260292,1980-1989,m,华北
265747,1980-1989,m,华北
258161,1980-1989,m,华北
265748,1980-1989,m,华东
265749,1990+,m,华北
230008,1980-1989,f,华东
265751,1990+,m,华东
265752,1980-1989,m,华东
265753,1980-1989,m,华东
249350,1980-1989,m,华南
265754,1980-1989,m,华东
255476,1980-1989,m,华北
260533,1990+,m,华东
244713,1980-1989,m,华北
257328,1980-1989,f,西南
253677,1990+,m,华南
240479,1980-1989,m,华北
249689,1980-1989,m,华东
265755,1990+,f,华东
265756,1980-1989,m,华东
265757,1990+,m,华东
260961,1980-1989,m,华北
265758,1980-1989,m,华北
230971,1980-1989,m,华南
228299,1990+,m,华东
265759,1990+,m,华北
265760,1980-1989,m,华东
246585,1980-1989,m,华北
265761,1980-1989,f,华北
265762,1980-1989,m,华东
223410,1980-1989,m,华中
254184,1980-1989,f,华东
265763,1980-1989,f,华东
265764,1980-1989,f,华东
252492,1980-1989,m,华东
240398,1980-1989,m,华北
254935,1990+,m,华东
265765,1980-1989,m,华东
265766,1980-1989,m,华北
265767,1990+,m,华东
265768,1980-1989,f,西南
263694,1980-1989,m,华东
254256,1990+,f,华东
197651,1980-1989,m,华北
249965,1980-1989,m,华北
265769,1980-1989,f,华南
235249,1980-1989,m,华东
239146,1980-1989,m,华北
225083,1980-1989,m,华东
265770,1980-1989,m,华南
265771,1990+,m,华东
263666,1980-1989,m,东北
243143,1980-1989,m,华南
265772,1980-1989,m,华东
252220,1990+,f,华东
265773,1990+,m,华北
242643,1990+,m,华东
265774,1980-1989,m,华东
232534,1980-1989,m,华东
265775,1980-1989,m,华东
265245,1980-1989,m,华东
243330,1980-1989,m,华北
230341,1980-1989,m,华东
223569,1980-1989,m,华北
265776,1980-1989,m,华东
265331,1980-1989,m,华东
232511,1980-1989,m,华中
265777,1980-1989,m,华东
252218,1980-1989,m,华东
265778,1980-1989,m,华北
265779,1990+,m,华北
227941,1990+,m,华东
233181,1990+,m,华北
223267,1980-1989,m,华南
265780,1980-1989,m,华东
263811,1980-1989,f,华北
265781,1980-1989,m,华北
265782,1980-1989,m,华北
265783,1990+,m,华北
265784,1980-1989,m,华东
265785,1980-1989,m,华南
265786,1980-1989,m,华东
255419,1980-1989,f,华东
256159,1980-1989,m,华东
258907,1980-1989,m,华南
233627,1990+,f,华北
246643,1990+,f,华北
257513,1980-1989,m,华北
265787,1990+,f,华东
248178,1980-1989,m,华北
223512,1980-1989,m,华东
235895,1990+,f,华东
265788,1980-1989,m,华东
224683,1980-1989,m,华东
263686,1980-1989,m,华东
252774,1980-1989,m,华北
265789,1980-1989,m,华中
265790,1980-1989,m,华南
265791,1990+,m,华南
265792,1980-1989,f,华北
201199,1980-1989,f,华东
265793,1980-1989,m,华北
233400,1980-1989,m,华中
261789,1979-,m,华北
233416,1990+,m,华中
265795,1980-1989,m,华东
265796,1980-1989,f,华北
265797,1979-,m,华北
248096,1980-1989,m,华东
265798,1980-1989,m,华南
265799,1980-1989,m,华东
265800,1980-1989,m,华东
265801,1990+,m,华东
230309,1980-1989,m,华北
265802,1990+,m,华中
247082,1980-1989,m,华东
254830,1980-1989,m,华南
239598,1980-1989,f,华东
265803,1980-1989,m,华北
265804,1980-1989,m,东北
239933,1980-1989,m,华东
247114,1980-1989,m,华东
232453,1980-1989,m,华北
265805,1980-1989,f,华北
265806,1980-1989,m,华东
226993,1980-1989,m,华东
226423,1980-1989,m,华东
261843,1980-1989,m,华北
265807,1980-1989,m,华北
262112,1980-1989,f,华东
265808,1980-1989,m,华北
263587,1980-1989,m,华南
265809,1980-1989,m,华南
265810,1980-1989,f,华北
249202,1980-1989,m,华东
265811,1980-1989,m,华东
265812,1990+,f,华东
256452,1990+,m,华东
254356,1980-1989,f,华南
249774,1980-1989,m,华北
217995,1980-1989,m,华南
201287,1980-1989,m,华东
265813,1980-1989,m,华北
